pitchid,pitcherid,yearid,height,ballSpeed,curve_X,curve_Z,releasePoint_X,releasePoint_Y,releasePoint_Z,ballSpin,type
9101,4,2,72,81.1638983,5.473829134,-4.058693907,-1.651327672,6.357041284,5.840183994,2585.029819,2
9102,5,2,72,83.46090248,-1.907703714,2.804270649,-0.969481738,6.077927533,6.054767589,712.3863465,7
9103,1,2,76,91.71545865,-6.129739665,5.152832534,-2.21116607,6.253051827,6.232636564,2162.596627,9
9104,5,2,72,90.8032749,-9.277316928,6.935947398,-1.938510811,6.282230319,5.596264998,1854.540646,9
9105,5,2,72,90.64452232,-9.325550665,6.788608526,-1.480431627,6.12227435,5.822221595,1958.094945,9
9106,5,2,72,90.94383978,-0.117215208,8.424035752,-0.660567025,6.2421345,6.038233917,2006.936318,10
9107,5,2,72,73.11512139,4.46156155,-8.561812592,-1.331727985,6.238327708,5.683508105,2198.564002,2
9108,5,2,72,82.78983993,-4.029554843,3.735673564,-1.589428107,5.992847617,5.706708153,1352.469973,4
9109,2,2,80,93.27568734,-1.859377393,9.378594969,-2.309569752,6.236714937,5.786718823,2277.535094,10
9110,1,2,76,78.35481096,6.220935937,-7.948921112,-1.972544372,6.42092446,6.297331529,3166.510292,2
9111,2,2,80,93.09612907,0.055482814,10.89788047,-2.197122565,5.973401047,5.983233071,2391.353415,10
9112,5,2,72,92.10596523,-3.204175303,8.979440915,-1.362128232,6.245630072,5.963345364,2157.608264,10
9113,2,2,80,84.38771262,-6.541270352,1.544294967,-2.642168134,6.617317377,5.388592669,1740.351605,4
9114,2,2,80,94.88903876,0.23926095,12.29067949,-2.492360573,6.196984887,5.75401217,2179.164963,10
9115,4,2,72,82.6139653,2.428661613,-2.786878522,-2.028372592,6.073634224,5.704106658,2638.95188,2
9116,5,2,72,92.53220989,-4.784244568,6.806317703,-1.226755313,5.9434126,5.94835412,1918.370325,10
9117,2,2,80,92.95791743,-8.304134319,7.918577166,-2.265907244,6.026756294,5.751061802,2192.768365,9
9118,4,2,72,95.11874951,-6.64430847,11.48963633,-2.124046111,6.654630348,5.914726915,2438.311834,10
9119,5,2,72,84.9658662,-4.180929102,4.922212936,-1.283718104,6.152690896,5.952463828,1108.346344,7
9120,1,2,76,90.49645189,-9.380368336,7.332139933,-1.706101999,6.525235286,6.688527607,2257.897974,9
9121,5,2,72,90.62168288,-1.84127792,8.017595679,-1.347834326,6.166253867,5.886292557,1896.016509,10
9122,1,2,76,82.27174807,-7.281592952,-1.230209947,-1.712939404,5.889765194,6.690154491,1409.228964,4
9123,5,2,72,85.25300129,-1.19585338,4.594807971,-1.459643941,5.852950857,5.757643354,1314.208191,3
9124,2,2,80,92.43812189,-10.20445691,6.604559541,-2.362749352,6.025325886,5.741595404,2122.308799,9
9125,5,2,72,83.97478722,-1.733933928,1.544762071,-1.244187323,6.043923778,5.895847871,722.8712177,7
9126,4,2,72,81.51534373,4.440041373,-3.646236097,-2.096983092,5.919233592,5.777685347,2696.015216,2
9127,1,2,76,87.32831803,-10.18877055,0.193893387,-2.006366671,6.144324765,6.152841624,2192.21828,9
9128,5,2,72,85.05515757,-2.763631663,1.667686811,-1.067659744,6.482189122,6.0319594,890.1678972,7
9129,4,2,72,93.46692202,-5.426635819,9.975350324,-1.97005711,6.433867983,6.020498876,2323.396055,10
9130,2,2,80,94.54572105,-5.29565004,8.861995946,-2.458425071,6.68225912,5.61257693,2427.638446,9
9131,5,2,72,84.44488285,-2.731518676,1.538089793,-1.246651487,6.013040115,6.02438023,405.8895263,7
9132,2,2,80,91.41069396,-1.655066655,7.806035602,-2.986020576,6.128093941,5.652383742,2277.365381,10
9133,5,2,72,83.72417743,-9.061460153,4.425253917,-1.25482313,6.486081515,5.829165622,1308.25532,4
9134,1,2,76,88.83410468,-7.315676256,8.911011588,-2.211182945,6.170573018,6.268914174,2197.305185,10
9135,5,2,72,90.04122902,-7.784866429,6.542194421,-2.070759946,5.921333892,5.628156605,1943.125337,9
9136,5,2,72,91.14976394,-9.696637417,6.357968967,-1.550895576,6.038365822,5.686653363,1911.238306,9
9137,2,2,80,80.18035163,5.272566874,-3.539298842,-2.392580922,6.213646814,5.74005759,2563.970671,2
9138,5,2,72,83.98321451,-4.565917184,2.895075702,-0.801975177,6.201873562,5.952388609,1172.279076,7
9139,4,2,72,90.59627735,3.360121769,3.865183022,-1.9217847,6.23850726,5.815224092,2474.971431,8
9140,1,2,76,91.13636668,-8.439043598,6.10945709,-2.002334157,6.046568371,6.358448235,2168.374147,9
9141,5,2,72,90.61955733,-5.456773082,7.442734359,-1.111502171,6.219694079,5.980925409,1974.573536,10
9142,1,2,76,90.42575201,-10.29232473,8.191228711,-1.921654738,6.514278616,6.607860555,2246.333456,9
9143,4,2,72,89.91351695,2.470329219,2.909110205,-2.069932642,6.072984296,5.680210187,2474.366536,8
9144,5,2,72,91.90840402,-3.547519348,10.09130739,-1.194460445,6.358692918,5.949709134,2187.682031,10
9145,5,2,72,91.30301598,-4.688884649,8.576034594,-1.335030458,5.989045325,5.894645452,2021.309218,10
9146,5,2,72,88.67684052,-7.845521937,4.107854936,-2.16885215,6.344793382,5.456741536,2018.306497,9
9147,5,2,72,91.63472833,-4.452038214,8.636398693,-1.514421615,6.436999528,5.846462536,2030.337723,10
9148,5,2,72,91.32162934,-8.231908471,7.517414156,-1.247360057,6.316626105,5.864874879,1916.829137,9
9149,4,2,72,94.43438116,-4.018894975,9.467435208,-1.888873956,6.118574631,5.873067811,2347.78794,10
9150,1,2,76,91.43662927,-6.46014602,7.249533343,-2.22408321,6.092382103,6.375108396,2188.911897,9
9151,5,2,72,89.52744047,-1.705092079,7.043682659,-1.424661082,6.161865089,5.795169251,1887.534594,10
9152,4,2,72,88.8859192,-1.017917779,6.32949657,-1.91395827,6.159130904,5.895821725,2681.862689,8
9153,4,2,72,89.52933841,4.059407703,4.092905272,-2.094752915,6.266430128,5.737309115,2452.552829,8
9154,5,2,72,90.4035427,-8.59900154,9.172773884,-1.693174911,6.346521678,5.734176069,2013.847833,9
9155,1,2,76,87.91340068,-8.243054948,2.359847165,-2.098862782,6.136617414,5.96196358,2154.947904,9
9156,2,2,80,80.2351179,3.067302013,-5.894981052,-2.753493327,6.239204693,5.280736517,2356.191288,2
9157,5,2,72,89.68394734,-6.040149131,9.028081284,-1.374264356,5.901796226,5.837573454,1994.39512,9
9158,5,2,72,85.13400424,1.062814397,-1.39248507,-0.856304872,6.573088224,6.353293723,1515.6136,7
9159,5,2,72,91.09451532,-7.821779797,7.586388025,-1.526599919,6.206947388,5.743548805,1960.12039,9
9160,5,2,72,72.83234823,3.924409352,-9.179200892,-1.297636452,6.104926355,5.858810588,2144.629152,2
9161,4,2,72,94.30762161,-6.104637781,10.57272393,-1.759825235,6.410008809,6.018847608,2338.277408,10
9162,2,2,80,94.31239491,-9.664834623,5.705060009,-2.2104508,6.184551202,5.849429464,2438.002685,9
9163,5,2,72,87.74111736,-7.629567824,7.452992827,-1.964393394,6.1354523,5.737631714,1883.373134,9
9164,2,2,80,87.09126018,-7.040619657,4.823066445,-2.473797351,6.017724722,5.898091184,1598.984122,4
9165,4,2,72,91.28857729,2.231438487,6.198899635,-1.791071572,6.466116104,6.057296465,2415.196307,8
9166,5,2,72,89.28929413,-2.173530994,8.878382342,-1.127343974,6.22608244,5.934533867,1894.157279,10
9167,2,2,80,94.86948998,-6.46057661,6.201165711,-2.12189226,6.531363028,5.544971154,2255.381294,9
9168,2,2,80,79.67513105,5.794899547,-7.673785151,-1.897206058,5.981568719,6.122736735,2808.05285,2
9169,5,2,72,83.52620408,-0.145629779,1.782026886,-1.772404286,6.021382667,5.60987936,1986.973928,3
9170,2,2,80,96.19463931,-0.961394473,11.67979588,-2.038266731,6.614477797,6.046381516,2446.231638,10
9171,1,2,76,76.8551561,4.65912265,-9.031558859,-1.795708263,6.454376816,6.507715086,3097.003573,2
9172,5,2,72,91.03980818,-9.771421126,5.686198024,-1.394682111,6.37967329,5.86279666,1971.358732,9
9173,5,2,72,91.38800165,-8.295359521,7.827078293,-1.729191695,6.488355277,5.731477952,1789.434319,9
9174,4,2,72,82.79441108,4.299975642,-4.248856411,-1.749298064,6.430782793,5.884201271,2526.322165,2
9175,5,2,72,90.87413285,-1.333486073,10.17830425,-1.201081799,6.455637504,6.004480134,2131.598797,10
9176,5,2,72,91.11530774,-10.36774943,7.2143894,-1.836464053,5.864761744,5.531095527,1904.510486,9
9177,4,2,72,88.83554241,2.661026656,3.294730637,-2.014532342,6.417508865,5.834262109,2502.598315,8
9178,5,2,72,72.10354554,3.48535534,-9.214572073,-1.114022292,6.228389462,5.79606472,1999.398811,2
9179,5,2,72,90.4173062,-2.705561353,10.70087731,-1.103932662,6.205209607,5.945688652,1888.372282,10
9180,2,2,80,89.19207261,-6.056109287,3.348436026,-2.543237832,6.258147142,5.788968369,1729.020815,4
9181,4,2,72,92.10547592,1.032448852,7.015908224,-2.096920557,6.076762396,5.850756821,2492.061397,8
9182,4,2,72,95.41360991,-4.388782534,8.68991269,-1.590985913,5.996346661,6.07006592,2337.259037,10
9183,5,2,72,83.19425591,-1.310295031,3.697530257,-0.922581878,6.154354264,5.803883451,1237.012985,4
9184,4,2,72,93.21676074,-7.871407353,5.707403856,-2.0357781,6.043610383,5.900483026,2165.749502,9
9185,2,2,80,87.91744918,-3.44027806,2.49209933,-2.194511292,6.526974233,5.73346972,1780.048992,4
9186,5,2,72,92.66827304,-6.391249191,9.477468721,-1.025764432,6.181187458,5.882097027,2052.634866,9
9187,5,2,72,90.14260121,-10.48307428,6.788953974,-1.65511477,6.393622649,5.781941193,2021.290366,9
9188,1,2,76,88.06226446,-10.41735603,1.756582188,-2.507019401,5.980361965,5.81875297,2319.56028,9
9189,5,2,72,92.22108876,-4.655640894,8.464446317,-0.746236468,6.630212711,6.06505432,2031.338044,10
9190,1,2,76,84.09825936,-8.151090397,-0.682154191,-1.7938788,6.251061273,6.196066456,1292.709926,4
9191,4,2,72,90.30399041,1.747128046,8.831593008,-2.329600011,6.277026088,6.050917556,2491.665942,8
9192,1,2,76,77.37955878,6.826116185,-5.920092787,-2.341894133,6.179754479,6.23831589,2997.666182,2
9193,2,2,80,76.21672521,5.3491101,-8.55098557,-2.056492162,6.097985142,5.872849053,2542.954355,2
9194,5,2,72,91.81787197,-1.149534291,10.31222759,-1.015421456,6.380163415,6.010099505,2112.167701,10
9195,5,2,72,89.53886934,0.376276381,2.933861718,-1.310791152,6.361797686,5.934306042,2011.179981,8
9196,2,2,80,95.67926018,0.146309521,7.064416284,-2.36869915,6.515468922,5.819523212,2296.150286,10
9197,5,2,72,71.39473263,2.925458022,-10.17779447,-1.024843032,6.164452857,5.668910209,2022.608134,2
9198,2,2,80,94.17936133,-1.928236623,8.337001943,-2.462827375,6.136571181,5.658116511,2085.666702,10
9199,5,2,72,91.68835872,-9.136804937,8.940546277,-1.729147599,6.218745256,5.521621386,1947.041582,9
9200,5,2,72,91.05455905,-3.719674473,10.14566673,-1.071445714,6.279320116,5.928714065,2086.051752,10
9201,1,2,76,80.72863335,-9.141694048,1.034243412,-1.893720601,5.900301989,6.190263598,1427.853965,4
9202,2,2,80,96.05101925,-7.055547492,9.049354849,-2.24505387,6.209307214,5.6984625,2163.45771,9
9203,2,2,80,80.28992356,6.829790788,-3.394868967,-2.277224957,6.067088117,5.844980511,2672.154998,2
9204,4,2,72,88.25395159,-9.012796075,8.094267386,-1.909421616,6.178003577,5.837708349,1675.436572,4
9205,4,2,72,93.01548981,-2.451543841,8.713204458,-1.836453276,6.005030099,5.894634385,2287.120007,10
9206,5,2,72,83.76951751,-4.310590945,0.788016229,-1.182546279,6.604065716,5.718779847,1332.188108,4
9207,5,2,72,90.6580715,-1.658799963,10.54053381,-1.483423693,6.051945977,6.00983702,1916.439946,10
9208,5,2,72,90.48140702,-6.557729174,5.42743184,-1.737292743,6.173352385,5.65170028,1788.288656,9
9209,4,2,72,94.71041013,-6.191301864,11.00359907,-1.760383438,6.58686005,5.90617615,2427.605595,10
9210,2,2,80,76.80759241,12.47080581,-10.26681854,-2.221565414,6.01753574,5.58086817,2732.370501,2
9211,5,2,72,84.08502543,-2.104788065,3.161536264,-1.105763406,6.344085449,6.080358632,1052.474656,7
9212,5,2,72,90.54679976,-9.180535977,10.44100968,-1.429708781,6.382316357,5.854972262,1950.436431,9
9213,2,2,80,81.00065205,5.31737558,-6.16888243,-1.921464524,6.305554512,6.036955701,2600.910817,2
9214,2,2,80,93.17864181,-9.698171617,5.704112478,-2.369046498,6.065892647,5.527415418,2084.728883,9
9215,4,2,72,95.02501187,-4.945323944,8.383297344,-1.944458848,6.095539338,6.004721978,2539.409231,9
9216,4,2,72,94.4176968,-9.60046692,8.946600403,-2.162124686,6.104940797,5.968578267,2343.868003,9
9217,5,2,72,84.16479791,-5.284918346,2.344375968,-1.022270439,6.438325699,5.984411365,1022.657273,7
9218,5,2,72,71.83740064,3.847253442,-7.037486919,-1.467028532,6.220124383,5.748240509,2119.604824,2
9219,5,2,72,90.81067252,-6.366181163,4.565768904,-1.274335208,6.326758152,5.715255102,1968.076873,9
9220,2,2,80,94.86674581,-2.882243052,9.346623507,-2.097750545,6.384281367,6.177924096,2357.403793,10
9221,5,2,72,74.3750875,5.619068962,-8.572072671,-1.130739228,6.276811246,6.036690201,2321.89324,2
9222,1,2,76,76.75248327,1.503584558,-3.62287587,-2.416976619,5.994476581,6.068553155,2770.597502,2
9223,5,2,72,84.15684856,-6.904472369,3.009817054,-1.372503179,6.265134835,5.79859089,1131.381089,7
9224,5,2,72,85.59646529,-3.236683646,8.325814107,-1.064199546,6.213093873,5.981533417,1284.098256,4
9225,5,2,72,91.36143743,-4.813598298,9.563198617,-1.471443063,6.148111157,5.871490629,2049.349223,10
9226,2,2,80,89.15425963,-6.0940996,1.800110263,-2.267840719,6.146460025,5.521612243,1317.438061,4
9227,5,2,72,91.83676639,-2.970932545,8.522604956,-0.689149647,6.259562228,6.005979322,1965.21837,10
9228,2,2,80,93.65554022,-4.965108077,5.33030711,-1.6819935,6.238868076,5.650461882,1979.952476,9
9229,5,2,72,91.4537269,-5.352720115,10.50731641,-1.498400687,6.076461935,5.94698059,2168.175454,10
9230,5,2,72,74.98252791,4.43356272,-7.563763103,-1.069773821,6.261144581,5.85158345,2213.044165,2
9231,5,2,72,82.82111455,-7.124497624,4.701474068,-1.640327087,6.543228635,5.653077741,1330.804618,4
9232,1,2,76,87.58036889,-9.680368506,5.122632546,-1.65029935,6.261977958,6.830011915,2176.095607,9
9233,5,2,72,92.38907106,-6.849378011,9.285525896,-1.21016399,6.630589071,5.765148913,2003.574996,9
9234,5,2,72,91.13347968,-9.421744677,6.990482773,-1.544338263,6.305990135,5.817688361,1824.446614,9
9235,5,2,72,90.90332948,-9.42357182,5.309537249,-1.575471766,6.09685015,5.702187504,1870.172348,9
9236,2,2,80,95.56794753,-1.337312936,9.604748594,-2.151530625,6.105054378,5.837020471,2182.342024,10
9237,5,2,72,89.56432513,-8.939542236,8.453946651,-1.997519496,6.043135478,5.576377729,1990.296142,9
9238,5,2,72,81.68705252,-9.039534456,4.660324977,-1.507007242,6.45734646,5.673971187,1321.669873,4
9239,5,2,72,91.31215112,1.093593283,2.188420543,-1.177135262,5.94113849,5.672208766,2074.698,8
9240,4,2,72,94.88123993,-3.768418372,9.93415795,-2.016231493,6.01875934,5.913180809,2270.626091,10
9241,4,2,72,82.7227286,2.544923186,-3.013087857,-2.008167322,6.428892162,5.788898958,2530.630704,2
9242,4,2,72,88.06761188,-8.686167383,3.579998047,-2.134613008,6.200483942,5.845187206,1407.483221,4
9243,5,2,72,90.31583148,-6.083752653,10.38757584,-1.425406603,5.944223797,6.018470332,2004.495318,10
9244,2,2,80,93.64573031,-8.379604754,8.618179219,-2.389017135,6.245090672,5.787942558,2092.914911,9
9245,5,2,72,91.19905358,-1.178776196,11.00568237,-1.005935764,6.220742765,6.036933197,2044.624382,10
9246,4,2,72,93.91965429,-7.149235115,6.000803904,-2.155855863,6.363344795,5.763916288,2332.193117,9
9247,2,2,80,87.92670001,-7.58558303,1.988941878,-2.280077902,6.426225952,5.82610443,1652.583195,4
9248,4,2,72,82.00797243,5.48136155,-3.999530322,-1.706255657,6.13037951,5.759014235,2668.750323,2
9249,4,2,72,94.44745267,-2.753272582,6.590569279,-1.647285286,6.776882455,6.023395056,2331.811225,10
9250,5,2,72,91.96820731,0.190137152,10.03922703,-0.628450282,6.30288076,5.994171397,1953.616788,10
9251,5,2,72,91.2531855,-11.38389622,4.20461757,-1.911184312,6.612765534,5.627476166,1822.402457,9
9252,5,2,72,91.53323907,-5.401774368,6.565621408,-1.769699141,6.334193127,5.86204156,1895.047973,9
9253,5,2,72,81.06216733,1.637578922,-0.912812485,-1.643438598,6.419871122,5.827013061,2610.112053,3
9254,4,2,72,88.35017026,1.033658353,4.913354369,-1.926655655,5.993285223,5.949321137,2388.876862,8
9255,5,2,72,90.96437306,-7.01923938,5.947001286,-1.533221308,6.051730005,5.80543197,2047.561052,9
9256,5,2,72,89.48167172,-7.010032909,5.946857538,-1.793095232,6.544614599,5.618883891,1845.615531,9
9257,1,2,76,87.61959766,-9.332705655,2.310483493,-2.342532789,6.174045719,6.125085882,2140.485976,9
9258,4,2,72,92.5627276,-6.286804131,6.720991599,-1.918291981,6.204617356,5.88842447,2075.597382,10
9259,2,2,80,87.03122237,-3.942640792,2.641422201,-2.113072364,5.959655411,5.768023986,1729.487023,4
9260,5,2,72,90.02909716,-9.723861496,8.532085551,-1.64177508,6.129804985,5.605305664,1872.272529,9
9261,5,2,72,72.13627461,1.500531462,-8.897281674,-0.970204997,6.166564371,5.871715954,2025.41966,2
9262,5,2,72,91.43398401,-8.082127868,7.580785976,-1.163009076,6.413547129,5.701369728,1930.39579,9
9263,5,2,72,91.75554248,-3.181564406,10.67134866,-1.04186972,6.650162828,6.049770198,1958.923589,10
9264,5,2,72,92.88900685,-1.640516806,11.66594041,-0.927300165,5.972499007,6.034287059,2122.338056,10
9265,5,2,72,85.33183048,-3.862600883,-0.117209846,-1.124274026,6.057501143,5.846900983,566.6950486,7
9266,2,2,80,92.70862402,-9.930721399,6.370999024,-2.44305378,6.07821175,5.631453803,2262.074413,9
9267,1,2,76,88.98156103,-6.250185354,6.61565016,-2.167554901,5.937134089,6.413131814,2143.083012,9
9268,2,2,80,81.68924258,9.162111024,-1.495565903,-2.103117851,6.401651697,5.563789243,2879.48995,2
9269,4,2,72,88.34035032,-9.417202498,6.59959047,-2.196255193,6.205900037,5.803126762,1816.124173,4
9270,5,2,72,92.47560855,-2.041591432,9.89642877,-1.094865114,6.322135521,5.98478328,2138.39291,10
9271,1,2,76,77.80768935,7.679451785,-8.284610929,-2.025483991,6.116907608,6.2712137,3020.375379,2
9272,5,2,72,91.58834732,-6.090000068,8.429719727,-1.640335839,6.286878343,5.925643765,1991.273794,9
9273,5,2,72,91.78428604,-2.627470385,8.660422636,-1.227237931,5.782795593,5.888312006,2035.525115,10
9274,5,2,72,90.80345002,-3.334233928,8.735277779,-1.403771494,6.060435029,5.828602484,1941.671797,10
9275,2,2,80,77.93871855,6.894916836,-9.5693164,-2.419651743,5.91737073,5.750167348,2619.881059,2
9276,5,2,72,90.67983112,-9.5340639,7.807929732,-1.689991687,5.84599626,5.689226692,1988.0324,9
9277,4,2,72,92.53698815,-2.659976999,11.78406029,-2.311657573,6.228112277,5.846084025,2404.851962,10
9278,5,2,72,86.51495644,-5.530728886,1.402191828,-0.834771104,6.073387069,5.764228197,904.3263535,7
9279,5,2,72,84.58556206,-0.835446808,3.915320172,-0.764480146,5.951659447,5.93291645,789.2815202,3
9280,5,2,72,83.50427981,1.049935465,0.386618998,-0.955960744,6.148714772,6.069728161,781.1891699,7
9281,5,2,72,81.26690864,-7.422500836,5.745975842,-0.75063209,5.865887148,5.729171501,1205.793259,4
9282,4,2,72,88.64793883,-7.078286319,3.37002645,-1.983293168,6.126019453,5.643857758,1363.336556,4
9283,5,2,72,90.95531683,-9.911041705,7.052839509,-1.844764539,6.256478017,5.802115806,1853.091036,9
9284,5,2,72,72.66794967,5.523397918,-10.37027626,-1.273929152,5.925759113,5.763387354,2204.132462,2
9285,5,2,72,91.28038396,-8.826675724,5.88656955,-1.404903773,6.183488234,5.672669275,2005.838428,9
9286,5,2,72,88.51043149,-0.358509738,3.220003481,-1.516688485,6.225592463,5.666768134,1957.604602,8
9287,5,2,72,72.55088323,3.078098947,-8.251760581,-1.497869681,6.051882459,5.747291346,2085.800568,2
9288,5,2,72,92.94777346,-2.530172395,9.310866747,-1.025797995,6.073170009,5.905691087,1901.009625,10
9289,5,2,72,90.29395341,-7.59181763,5.341636481,-1.605846137,6.31936949,5.715060541,1814.843562,9
9290,5,2,72,83.35534203,1.088680936,0.284951645,-0.96511884,6.096832803,6.033644945,1274.941486,7
9291,4,2,72,95.72722754,-9.008652744,5.840368312,-1.880613928,6.320334941,5.865945443,2329.241998,9
9292,5,2,72,70.31950562,0.54143434,-6.636123481,-1.504737565,6.161042919,5.806259145,1999.448299,2
9293,4,2,72,94.02072799,-3.918402635,9.168663664,-1.891364311,6.298485934,6.071866728,2420.420981,10
9294,5,2,72,89.2936725,-5.704864967,4.72849087,-1.448285324,6.025244538,5.745821186,1840.60821,9
9295,5,2,72,90.98795044,-5.429947601,6.562838571,-1.803214999,5.961519834,5.74680838,2011.673672,9
9296,5,2,72,91.52916004,-6.112895994,7.110490357,-1.115282861,6.283730235,5.985918034,1880.565569,9
9297,5,2,72,91.76938608,-6.809658417,5.817374733,-1.507561312,6.295680929,5.83973514,2007.381699,9
9298,5,2,72,81.58259481,-5.989115138,5.06441492,-1.675648476,6.580691595,5.528309308,1146.291186,4
9299,5,2,72,84.93099479,-3.247162548,2.011349441,-0.802470622,6.595492764,5.992583396,886.9836335,7
9300,5,2,72,79.57574018,-9.316492675,5.38805115,-1.512842702,6.257782672,5.675024284,1175.562376,4
9301,5,2,72,91.28358999,-2.648960718,8.929919683,-1.131179242,6.087940141,6.02756082,1989.349208,10
9302,3,2,77,84.07206807,1.044571427,5.600356543,3.964282796,6.313572256,6.659435652,2117.574237,3
9303,1,2,76,87.25393417,-8.435445277,2.071402245,-2.491609244,6.218528319,5.995649062,2227.632372,9
9304,4,2,72,93.02890315,-6.91733483,5.277023261,-2.107517559,6.016741084,5.627601741,2207.396286,9
9305,5,2,72,90.52808855,-3.465027269,10.2855145,-0.845153597,6.217503363,6.040312245,1864.060423,10
9306,1,2,76,89.99863644,-7.369610548,8.42944164,-1.959235277,5.973172655,6.160616027,2342.98149,10
9307,1,2,76,91.3883455,-7.984109971,3.442380561,-1.712721514,6.081256659,6.340496294,2179.894294,9
9308,1,2,76,88.48058517,-9.441308352,-0.030586715,-2.07229703,5.826606212,6.257253751,2181.299122,9
9309,5,2,72,89.44243967,-8.806394509,5.721271356,-1.796090896,6.212695385,5.637953807,1923.039115,9
9310,5,2,72,70.65076902,1.751230009,-8.273491271,-1.481951733,6.636378727,5.655560247,1993.313793,2
9311,5,2,72,88.9724657,-3.525054528,9.027212522,-1.492646737,6.239906245,5.892799947,1814.425518,10
9312,2,2,80,99.79446482,3.069535646,8.928806681,-1.996461713,6.098741428,6.12994182,2299.687182,10
9313,5,2,72,90.67977808,-8.357751736,7.177055678,-1.541415079,5.919414541,5.621713571,1911.452492,9
9314,2,2,80,94.75326375,-1.337026367,12.58242559,-2.339293704,6.461408905,5.88121959,2411.506441,10
9315,5,2,72,89.21998375,1.315098884,5.2922211,-1.417111765,5.807032408,5.810611268,2112.954217,8
9316,2,2,80,88.07555109,-5.906824888,6.66016638,-2.502175718,6.367847662,5.670351261,1635.627366,4
9317,5,2,72,90.28654218,-4.862050634,10.11899909,-1.547228014,6.32770658,5.907628638,2100.142165,10
9318,5,2,72,90.18397232,-7.770714302,6.572673315,-1.373923671,6.267341603,5.768354368,2035.162406,9
9319,4,2,72,88.25220373,1.379801562,4.365805356,-2.043957516,6.001056095,5.913466543,2520.585306,8
9320,5,2,72,89.53287043,-7.071007087,9.800060072,-1.297862916,6.213669716,5.79785654,1847.738535,9
9321,2,2,80,78.87522217,7.164005708,-7.571900164,-1.884437403,6.097697975,5.957065748,2618.21654,2
9322,5,2,72,91.7110049,-2.828069989,8.639070012,-1.199202902,6.334217394,5.925254399,2006.412026,10
9323,5,2,72,72.83377625,2.390420537,-7.440182699,-1.383354473,5.983161267,5.759698288,2202.516726,2
9324,5,2,72,72.3676568,2.546581593,-9.851214565,-1.267577722,6.18888149,5.8016848,2111.325205,2
9325,2,2,80,92.41645053,-2.342811798,10.55733554,-2.753992961,6.28485625,5.64205234,2146.408303,10
9326,2,2,80,88.12091641,-4.895294187,10.16406411,-1.847016673,5.880472804,6.134251889,1551.904679,4
9327,1,2,76,82.2501943,-5.406531648,2.507527361,-1.950440676,5.950084876,6.371662589,1367.890053,4
9328,4,2,72,94.18233101,-6.763630462,9.967423947,-2.102949993,6.26306311,5.829600081,2327.424936,10
9329,1,2,76,90.81054541,-5.21306416,6.697993708,-1.995788876,6.221735546,6.167011927,2221.580261,10
9330,2,2,80,77.40000822,3.715297407,-13.02689851,-2.690602634,6.360481894,5.593858514,2455.124478,2
9331,5,2,72,84.89881901,-3.066764319,3.23702564,-0.837189239,6.345642017,6.080340705,883.6112678,7
9332,5,2,72,80.040616,-8.903506437,6.913968976,-1.905228535,6.318687117,5.545815635,1368.754864,4
9333,2,2,80,87.59801582,-4.772212019,1.543843675,-2.191049617,5.947257149,5.654250081,1690.964007,4
9334,1,2,76,76.12550311,5.405931472,-8.4419746,-1.510769584,6.323482322,6.510930613,2831.450558,2
9335,2,2,80,80.34086098,4.725194357,-4.99120542,-1.818573487,6.03429107,5.949659199,2513.615612,2
9336,2,2,80,92.96572073,-4.800188327,7.112987043,-2.420750947,6.311769814,5.640877413,2165.988795,9
9337,5,2,72,90.79843148,-5.381412752,8.965097282,-1.300155365,6.412746013,5.951810365,1990.014734,9
9338,1,2,76,88.04920786,-8.359175831,-0.988689868,-1.85326555,6.367743723,5.959627117,2148.392715,9
9339,5,2,72,91.14419706,-5.394255378,6.649503279,-1.186253719,6.225823213,5.84694342,1934.119243,9
9340,5,2,72,74.40580215,2.991534778,-10.27097344,-0.930706092,6.273107572,5.993954554,2282.761595,2
9341,5,2,72,91.63691165,-6.509551576,12.98806838,-1.703861344,6.49907685,5.979107986,2073.876806,9
9342,2,2,80,93.75877213,-5.395834956,6.225042508,-2.205831991,5.949876008,5.970884617,2313.31478,9
9343,4,2,72,81.84851597,5.460547534,0.005243374,-1.989172901,6.176534583,5.945132543,2548.003373,2
9344,5,2,72,73.27432972,7.920179935,-7.908949604,-1.317072947,6.308098815,5.926763177,2322.124486,2
9345,5,2,72,93.07713737,-3.106908119,12.60347178,-0.891201616,6.012521635,6.057676447,1975.426211,10
9346,2,2,80,77.89254739,7.639813743,-8.29437215,-2.490649582,5.976162439,5.733212691,2582.374925,2
9347,5,2,72,89.70934533,-3.649499381,9.330168057,-1.477258712,6.330920791,5.899641484,2078.515197,10
9348,5,2,72,84.31415092,1.572494508,1.79947766,-2.051919947,6.303522337,5.549658666,2238.790365,3
9349,4,2,72,93.62302633,-4.900367716,11.0797392,-2.069448448,5.874800122,5.746808446,2462.762881,10
9350,5,2,72,81.67824264,-6.625704673,1.434943707,-0.951355758,5.857672555,5.712724328,1136.681924,4
9351,5,2,72,92.5719052,-5.215174305,8.502731592,-1.278888576,6.397331849,6.023841994,1833.35756,10
9352,5,2,72,85.1646472,-8.655971027,3.685075908,-1.189047827,6.216699004,5.993344575,1011.830302,7
9353,5,2,72,91.12725167,-3.465153449,9.235098863,-1.235270184,6.390708241,5.922479592,2011.496109,10
